dataset,condition,question,answer,response,correct
CommonsenseQA,relevant,"The car was going from Alabama to New York, what was its goal?",A,E,False
CommonsenseQA,irrelevant,"The car was going from Alabama to New York, what was its goal?",A,E,False
CommonsenseQA,minimal,What kind of status is the bald eagle given?,C,C,True
CommonsenseQA,relevant,What kind of status is the bald eagle given?,C,C,True
CommonsenseQA,irrelevant,What kind of status is the bald eagle given?,C,C,True
CommonsenseQA,minimal,"He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what?",D,D,True
CommonsenseQA,relevant,"He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what?",D,B,False
CommonsenseQA,irrelevant,"He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what?",D,B,False
CommonsenseQA,minimal,"The weasel ran up away from danger, somebody joked only our first president could get him down from the what?",D,B,False
CommonsenseQA,relevant,"The weasel ran up away from danger, somebody joked only our first president could get him down from the what?",D,B,False
CommonsenseQA,irrelevant,"The weasel ran up away from danger, somebody joked only our first president could get him down from the what?",D,B,False
CommonsenseQA,minimal,How can a human cross a river and not mess up their hair?,D,D,True
CommonsenseQA,relevant,How can a human cross a river and not mess up their hair?,D,D,True
CommonsenseQA,irrelevant,How can a human cross a river and not mess up their hair?,D,D,True
CommonsenseQA,minimal,Human beings learn about current events from what print item?,C,C,True
CommonsenseQA,relevant,Human beings learn about current events from what print item?,C,C,True
CommonsenseQA,irrelevant,Human beings learn about current events from what print item?,C,C,True
CommonsenseQA,minimal,"Of all the sports, Billy enjoys football, but what does his concerned mother think of the sport?",E,D,False
CommonsenseQA,relevant,"Of all the sports, Billy enjoys football, but what does his concerned mother think of the sport?",E,E,True
CommonsenseQA,irrelevant,"Of all the sports, Billy enjoys football, but what does his concerned mother think of the sport?",E,E,True
CommonsenseQA,minimal,Metal is taken from what which is pulled from the ground?,C,C,True
CommonsenseQA,relevant,Metal is taken from what which is pulled from the ground?,C,C,True
CommonsenseQA,irrelevant,Metal is taken from what which is pulled from the ground?,C,C,True
CommonsenseQA,minimal,What could go on top of wood?,D,D,True
CommonsenseQA,relevant,What could go on top of wood?,D,C,False
CommonsenseQA,irrelevant,What could go on top of wood?,D,A,False
CommonsenseQA,minimal,Where can a student learn to play a triangle?,E,E,True
CommonsenseQA,relevant,Where can a student learn to play a triangle?,E,D,False
CommonsenseQA,irrelevant,Where can a student learn to play a triangle?,E,E,True
CommonsenseQA,minimal,What would a person need to do if his or her captain dies at sea?,E,C,False
CommonsenseQA,relevant,What would a person need to do if his or her captain dies at sea?,E,C,False
CommonsenseQA,irrelevant,What would a person need to do if his or her captain dies at sea?,E,C,False
CommonsenseQA,minimal,Where is a ferret unlikely to be?,A,D,False
CommonsenseQA,relevant,Where is a ferret unlikely to be?,A,D,False
CommonsenseQA,irrelevant,Where is a ferret unlikely to be?,A,D,False
CommonsenseQA,minimal,Where do you keep musical instrument so it doesn't get scratched?,C,C,True
CommonsenseQA,relevant,Where do you keep musical instrument so it doesn't get scratched?,C,C,True
CommonsenseQA,irrelevant,Where do you keep musical instrument so it doesn't get scratched?,C,A,False
CommonsenseQA,minimal,"George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?",B,B,True
CommonsenseQA,relevant,"George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?",B,B,True
CommonsenseQA,irrelevant,"George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?",B,B,True
CommonsenseQA,minimal,I did not need a servant.  I was not a what?,B,C,False
CommonsenseQA,relevant,I did not need a servant.  I was not a what?,B,C,False
CommonsenseQA,irrelevant,I did not need a servant.  I was not a what?,B,A,False
CommonsenseQA,minimal,The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?,C,C,True
CommonsenseQA,relevant,The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?,C,B,False
CommonsenseQA,irrelevant,The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?,C,E,False
CommonsenseQA,minimal,If you spend a long time running after a ball how are you likely to feel?,E,D,False
CommonsenseQA,relevant,If you spend a long time running after a ball how are you likely to feel?,E,D,False
CommonsenseQA,irrelevant,If you spend a long time running after a ball how are you likely to feel?,E,D,False
CommonsenseQA,minimal,"If you are hungry and going fishing, why would you be going fishing?",C,C,True
CommonsenseQA,relevant,"If you are hungry and going fishing, why would you be going fishing?",C,C,True
CommonsenseQA,irrelevant,"If you are hungry and going fishing, why would you be going fishing?",C,C,True
CommonsenseQA,minimal,"They had to know where to go, they got on the national highway after consulting the what?",B,D,False
CommonsenseQA,relevant,"They had to know where to go, they got on the national highway after consulting the what?",B,D,False
CommonsenseQA,irrelevant,"They had to know where to go, they got on the national highway after consulting the what?",B,D,False
CommonsenseQA,minimal,What is it called when a person tends to leave things to the last minute?,A,A,True
CommonsenseQA,relevant,What is it called when a person tends to leave things to the last minute?,A,A,True
CommonsenseQA,irrelevant,What is it called when a person tends to leave things to the last minute?,A,A,True
CommonsenseQA,minimal,"I want to see a prepared slide up close, what would I use to help?",A,A,True
CommonsenseQA,relevant,"I want to see a prepared slide up close, what would I use to help?",A,A,True
CommonsenseQA,irrelevant,"I want to see a prepared slide up close, what would I use to help?",A,A,True
CommonsenseQA,minimal,What must a student in engineering do?,C,E,False
CommonsenseQA,relevant,What must a student in engineering do?,C,E,False
CommonsenseQA,irrelevant,What must a student in engineering do?,C,D,False
CommonsenseQA,minimal,Where is a broadcast studio likely to be heard?,C,B,False
CommonsenseQA,relevant,Where is a broadcast studio likely to be heard?,C,C,True
CommonsenseQA,irrelevant,Where is a broadcast studio likely to be heard?,C,C,True
CommonsenseQA,minimal,"Bill puts meat on the scale, where does Bill work?",D,D,True
CommonsenseQA,relevant,"Bill puts meat on the scale, where does Bill work?",D,D,True
CommonsenseQA,irrelevant,"Bill puts meat on the scale, where does Bill work?",D,D,True
CommonsenseQA,minimal,"The kitten had nothing to dig it's claws into, so when it tried to stop it slid across what?",B,B,True
CommonsenseQA,relevant,"The kitten had nothing to dig it's claws into, so when it tried to stop it slid across what?",B,B,True
CommonsenseQA,irrelevant,"The kitten had nothing to dig it's claws into, so when it tried to stop it slid across what?",B,B,True
CommonsenseQA,minimal,You should watch out for snakes if floating down what African body of water?,D,D,True
CommonsenseQA,relevant,You should watch out for snakes if floating down what African body of water?,D,D,True
CommonsenseQA,irrelevant,You should watch out for snakes if floating down what African body of water?,D,D,True
CommonsenseQA,minimal,what is printed with ink and distributed daily?,C,C,True
CommonsenseQA,relevant,what is printed with ink and distributed daily?,C,C,True
CommonsenseQA,irrelevant,what is printed with ink and distributed daily?,C,C,True
CommonsenseQA,minimal,"The couple explained they were having trouble communicating, it seemed every conversation took great what?",B,B,True
CommonsenseQA,relevant,"The couple explained they were having trouble communicating, it seemed every conversation took great what?",B,B,True
CommonsenseQA,irrelevant,"The couple explained they were having trouble communicating, it seemed every conversation took great what?",B,B,True
CommonsenseQA,minimal,Where might a mouse be found to make it country?,D,D,True
CommonsenseQA,relevant,Where might a mouse be found to make it country?,D,A,False
CommonsenseQA,irrelevant,Where might a mouse be found to make it country?,D,D,True
CommonsenseQA,minimal,Where is a likely place for an ivy plant?,D,D,True
CommonsenseQA,relevant,Where is a likely place for an ivy plant?,D,D,True
CommonsenseQA,irrelevant,Where is a likely place for an ivy plant?,D,D,True
CommonsenseQA,minimal,What do you need to do to use television if it is already turned on?,B,D,False
CommonsenseQA,relevant,What do you need to do to use television if it is already turned on?,B,D,False
CommonsenseQA,irrelevant,What do you need to do to use television if it is already turned on?,B,D,False
CommonsenseQA,minimal,"Billy was an astronaut.  When he looked at the world from space, how did it look?",B,A,False
CommonsenseQA,relevant,"Billy was an astronaut.  When he looked at the world from space, how did it look?",B,D,False
CommonsenseQA,irrelevant,"Billy was an astronaut.  When he looked at the world from space, how did it look?",B,A,False
CommonsenseQA,minimal,A person would join a trade school for finding information related to what?,D,D,True
CommonsenseQA,relevant,A person would join a trade school for finding information related to what?,D,C,False
CommonsenseQA,irrelevant,A person would join a trade school for finding information related to what?,D,C,False
CommonsenseQA,minimal,What happens when driving?,C,D,False
CommonsenseQA,relevant,What happens when driving?,C,D,False
CommonsenseQA,irrelevant,What happens when driving?,C,D,False
CommonsenseQA,minimal,"Before lifting weights he liked to warm up on the squash court, he really enjoyed the facilities of the what?",D,C,False
CommonsenseQA,relevant,"Before lifting weights he liked to warm up on the squash court, he really enjoyed the facilities of the what?",D,C,False
CommonsenseQA,irrelevant,"Before lifting weights he liked to warm up on the squash court, he really enjoyed the facilities of the what?",D,D,True
CommonsenseQA,minimal,"If my husband never helps me doing housework, what might that lead to?",B,A,False
CommonsenseQA,relevant,"If my husband never helps me doing housework, what might that lead to?",B,A,False
CommonsenseQA,irrelevant,"If my husband never helps me doing housework, what might that lead to?",B,A,False
CommonsenseQA,minimal,What geographic area is a lizard likely to be?,B,D,False
CommonsenseQA,relevant,What geographic area is a lizard likely to be?,B,E,False
CommonsenseQA,irrelevant,What geographic area is a lizard likely to be?,B,C,False
CommonsenseQA,minimal,What can a newspaper be used to do to an engagement?,A,D,False
CommonsenseQA,relevant,What can a newspaper be used to do to an engagement?,A,D,False
CommonsenseQA,irrelevant,What can a newspaper be used to do to an engagement?,A,A,True
CommonsenseQA,minimal,"Sailors drive many different types of boats, what type of boat involves their namesake.",E,D,False
CommonsenseQA,relevant,"Sailors drive many different types of boats, what type of boat involves their namesake.",E,C,False
CommonsenseQA,irrelevant,"Sailors drive many different types of boats, what type of boat involves their namesake.",E,B,False
CommonsenseQA,minimal,How does someone go about buying beer?,E,E,True
CommonsenseQA,relevant,How does someone go about buying beer?,E,D,False
CommonsenseQA,irrelevant,How does someone go about buying beer?,E,D,False
CommonsenseQA,minimal,Where would using a boat not require navigation skills?,E,B,False
CommonsenseQA,relevant,Where would using a boat not require navigation skills?,E,C,False
CommonsenseQA,irrelevant,Where would using a boat not require navigation skills?,E,A,False
CommonsenseQA,minimal,"The man often made smart remarks, like that any restaurant is a mexican restaurant where?",E,E,True
CommonsenseQA,relevant,"The man often made smart remarks, like that any restaurant is a mexican restaurant where?",E,E,True
CommonsenseQA,irrelevant,"The man often made smart remarks, like that any restaurant is a mexican restaurant where?",E,B,False
CommonsenseQA,minimal,If you are in a bar in a glove shaped state where are you?,B,D,False
CommonsenseQA,relevant,If you are in a bar in a glove shaped state where are you?,B,D,False
CommonsenseQA,irrelevant,If you are in a bar in a glove shaped state where are you?,B,D,False
CommonsenseQA,minimal,The planet Mercury is unsuitable for human life or what?,B,B,True
CommonsenseQA,relevant,The planet Mercury is unsuitable for human life or what?,B,B,True
CommonsenseQA,irrelevant,The planet Mercury is unsuitable for human life or what?,B,B,True
HotpotQA,minimal,What nationality was Oliver Reed's character in the film Royal Flash?,Prussian,British.,False
HotpotQA,relevant,What nationality was Oliver Reed's character in the film Royal Flash?,Prussian,British.,False
HotpotQA,irrelevant,What nationality was Oliver Reed's character in the film Royal Flash?,Prussian,British.,False
HotpotQA,minimal,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Kurt Julian Weill,Richard Strauss,False
HotpotQA,relevant,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Kurt Julian Weill,Richard Wagner,False
HotpotQA,irrelevant,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Kurt Julian Weill,Richard Strauss,False
HotpotQA,minimal,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,Jai McDowall released it first.,False
HotpotQA,relevant,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,U2.,True
HotpotQA,irrelevant,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,"U2 released ""With or Without You"" first.",True
HotpotQA,minimal,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",Oldham County,Harlan County,False
HotpotQA,relevant,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",Oldham County,Lincoln County,False
HotpotQA,irrelevant,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",Oldham County,Russell County,False
HotpotQA,minimal,"Para Hills West, South Australia lies within a city with what estimated population?","138,535","Approximately 300,000.",False
HotpotQA,relevant,"Para Hills West, South Australia lies within a city with what estimated population?","138,535",City of Salisbury.,False
HotpotQA,irrelevant,"Para Hills West, South Australia lies within a city with what estimated population?","138,535",Parramatta.,False
HotpotQA,minimal,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?",1959,1888.,False
HotpotQA,relevant,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?",1959,1820,False
HotpotQA,irrelevant,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?",1959,1887,False
HotpotQA,minimal,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","October 25, 1881","November 19, 1893.",False
HotpotQA,relevant,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","October 25, 1881",In 1881.,False
HotpotQA,irrelevant,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","October 25, 1881",1885,False
HotpotQA,minimal,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,Vaisakhi List,Sanjay Mishra,False
HotpotQA,relevant,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,Vaisakhi List,"Smeep Kang’s film, “Aloo”",False
HotpotQA,irrelevant,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,Vaisakhi List,Siddhant Chaturvedi,False
HotpotQA,minimal,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",Charlie Murphy,"Eddie Murphy’s son, Lionel Murphy.",False
HotpotQA,relevant,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",Charlie Murphy,"Charlie Murphy’s brother, Eddie Murphy.",True
HotpotQA,irrelevant,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",Charlie Murphy,"Eddie Murphy’s brother, Ray.",False
HotpotQA,minimal,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",Dudman,William H. Davies,False
HotpotQA,relevant,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",Dudman,William Hughes,False
HotpotQA,irrelevant,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",Dudman,William Blake.,False
HotpotQA,minimal,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,The Hungry,“Shadows of the Past”,False
HotpotQA,relevant,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,The Hungry,“The Shadow”,False
HotpotQA,irrelevant,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,The Hungry,“Shadows of the Past”,False
HotpotQA,minimal,The Twelfth United States Army Group commander was the first chairman of what?,Joint Chiefs of Staff,"The Twelfth United States Army Group commander, General William H. Wheeler, was the first chairman of the **Second United States Army**.",False
HotpotQA,relevant,The Twelfth United States Army Group commander was the first chairman of what?,Joint Chiefs of Staff,General George S. Patton,False
HotpotQA,irrelevant,The Twelfth United States Army Group commander was the first chairman of what?,Joint Chiefs of Staff,The Twelfth United States Army Group commander was the first chairman of the United States Army’s **Army Group** during World War II.,False
HotpotQA,minimal,Politician Lyman Sherwood was born in what New York county?,Rensselaer County,Sullivan County.,False
HotpotQA,relevant,Politician Lyman Sherwood was born in what New York county?,Rensselaer County,New York County.,False
HotpotQA,irrelevant,Politician Lyman Sherwood was born in what New York county?,Rensselaer County,New York County.,False
HotpotQA,minimal,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,The Oil Corporation of Texas.,False
HotpotQA,relevant,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,William Grove.,False
HotpotQA,irrelevant,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,The Amazon River.,False
HotpotQA,minimal,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?",Axl Rose,Travis Scott,False
HotpotQA,relevant,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?",Axl Rose,Prince.,False
HotpotQA,irrelevant,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?",Axl Rose,Travis Scott,False
HotpotQA,minimal,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat? ","On March 27, 1977, two Boeing 747 passenger jets, KLM Flight 4805 and Pan Am Flight 1736, collided on the runway at Los Rodeos Airport (now Tenerife North Airport)",The Charhki Dadri crash occurred first.,False
HotpotQA,relevant,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat? ","On March 27, 1977, two Boeing 747 passenger jets, KLM Flight 4805 and Pan Am Flight 1736, collided on the runway at Los Rodeos Airport (now Tenerife North Airport)",Tenerife airport disaster.,False
HotpotQA,irrelevant,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat? ","On March 27, 1977, two Boeing 747 passenger jets, KLM Flight 4805 and Pan Am Flight 1736, collided on the runway at Los Rodeos Airport (now Tenerife North Airport)",The Charhi Dadri crash.,False
HotpotQA,minimal,Were the films Crazy Love and Welcome to Nollywood both released in 2008?,no,"No, both films were released in 2007.",True
HotpotQA,relevant,Were the films Crazy Love and Welcome to Nollywood both released in 2008?,no,No.,True
HotpotQA,irrelevant,Were the films Crazy Love and Welcome to Nollywood both released in 2008?,no,No.,True
HotpotQA,minimal,In what county was Duffy Jackson born?,Nassau County,Wyoming,False
HotpotQA,relevant,In what county was Duffy Jackson born?,Nassau County,Nassau County,True
HotpotQA,irrelevant,In what county was Duffy Jackson born?,Nassau County,Pennsylvania.,False
HotpotQA,minimal,When was the defending titlist of 2009–10 Biathlon World Cup – Pursuit Men born? ,27 January 1974,The defending titlist of the 2009–10 Biathlon World Cup – Pursuit Men was born in **December 2009**.,False
HotpotQA,relevant,When was the defending titlist of 2009–10 Biathlon World Cup – Pursuit Men born? ,27 January 1974,"December 13, 2009",False
HotpotQA,irrelevant,When was the defending titlist of 2009–10 Biathlon World Cup – Pursuit Men born? ,27 January 1974,The defending titlist of the 2009–10 Biathlon World Cup – Pursuit Men was born in 1988.,False
HotpotQA,minimal,"Which mountain is taller, Gasherbrum II or Langtang Ri?",Gasherbrum II,Gasherbrum II.,True
HotpotQA,relevant,"Which mountain is taller, Gasherbrum II or Langtang Ri?",Gasherbrum II,Gasherbrum II.,True
HotpotQA,irrelevant,"Which mountain is taller, Gasherbrum II or Langtang Ri?",Gasherbrum II,Gasherbrum II.,True
HotpotQA,minimal,Which Dutch media tycoon transferred all of its media activities to Talpa Holding?,John de Mol Jr.,Bert van der Voort.,False
HotpotQA,relevant,Which Dutch media tycoon transferred all of its media activities to Talpa Holding?,John de Mol Jr.,Joop van den Ende.,False
HotpotQA,irrelevant,Which Dutch media tycoon transferred all of its media activities to Talpa Holding?,John de Mol Jr.,"Based on the provided context, the answer is **Talpa Holding**.",False
HotpotQA,minimal,When did the car depicted on the cover of Pentastar: In the Style of Demons cease production?,1974,Pentastar ceased production in 2018.,False
HotpotQA,relevant,When did the car depicted on the cover of Pentastar: In the Style of Demons cease production?,1974,2008.,False
HotpotQA,irrelevant,When did the car depicted on the cover of Pentastar: In the Style of Demons cease production?,1974,The car depicted on the cover of Pentastar: In the Style of Demons cease production was completed in 1963.,False
HotpotQA,minimal,What commentator and author questioned the validity of CORE's non-profit status?,Rachel Anne Maddow,Robert Reich.,False
HotpotQA,relevant,What commentator and author questioned the validity of CORE's non-profit status?,Rachel Anne Maddow,Rachel Anne Maddow.,True
HotpotQA,irrelevant,What commentator and author questioned the validity of CORE's non-profit status?,Rachel Anne Maddow,The New York Times.,False
HotpotQA,minimal,did Robert Wise have more award nominations than Zoltan Korda?,yes,"Yes, Robert Wise had significantly more award nominations than Zoltan Korda.",True
HotpotQA,relevant,did Robert Wise have more award nominations than Zoltan Korda?,yes,Information about Robert Wise’s award nominations is not provided in the text.,False
HotpotQA,irrelevant,did Robert Wise have more award nominations than Zoltan Korda?,yes,It’s impossible to answer this question. We don’t have information about Robert Wise’s award nominations or Zoltan Korda’s.,False
HotpotQA,minimal,My Neighbor Totoro was produced by a Japanese animation film studio founded in what year?,1985,1985.,True
HotpotQA,relevant,My Neighbor Totoro was produced by a Japanese animation film studio founded in what year?,1985,1985,True
HotpotQA,irrelevant,My Neighbor Totoro was produced by a Japanese animation film studio founded in what year?,1985,1988.,False
HotpotQA,minimal,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",2009,It changed in 1936.,False
HotpotQA,relevant,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",2009,The English local newspaper changed names in 1962.,False
HotpotQA,irrelevant,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",2009,The newspaper changed names in 1816.,False
HotpotQA,minimal,"What years did Jose Gonzalo Rodriguez Gacha and other leaders of fthe Medallin Cartel operate in Boliva, Colombia, Central America, Peru, the United States, Canada, and Europe?",1970s and 1980s,"Jose Gonzalo Rodriguez Gacha and the Medallin Cartel primarily operated in Colombia (1970s-1990s), Central America (1970s-1990s), Peru (1970s-1990s), and the United States & Canada (1980s-1990s).  Their activities extended to Europe.",False
HotpotQA,relevant,"What years did Jose Gonzalo Rodriguez Gacha and other leaders of fthe Medallin Cartel operate in Boliva, Colombia, Central America, Peru, the United States, Canada, and Europe?",1970s and 1980s,"Jose Gonzalo Rodriguez Gacha and other leaders of the Medallin Cartel operated in Colombia (1980s-2000s), Central America (1990s), Peru (1990s), the United States (1990s), Canada (1990s), and Europe (1990s-2000s).",False
HotpotQA,irrelevant,"What years did Jose Gonzalo Rodriguez Gacha and other leaders of fthe Medallin Cartel operate in Boliva, Colombia, Central America, Peru, the United States, Canada, and Europe?",1970s and 1980s,"The Medallin Cartel operated primarily in Colombia, Central America, and Peru during the 1930s and 1940s.",False
HotpotQA,minimal,"Which writer died later, Agatha Christie or Clement Greenberg?",Clement Greenberg,Agatha Christie died later.,False
HotpotQA,relevant,"Which writer died later, Agatha Christie or Clement Greenberg?",Clement Greenberg,Agatha Christie.,False
HotpotQA,irrelevant,"Which writer died later, Agatha Christie or Clement Greenberg?",Clement Greenberg,Clementine Greenberg died later.,False
HotpotQA,minimal,Arthur Noss was a gunner for the commader during which two European theatre battles in WWII?,Battle of Britain and the Battle of Malta,World War II – Battle of the Atlantic and Battle of Normandy.,False
HotpotQA,relevant,Arthur Noss was a gunner for the commader during which two European theatre battles in WWII?,Battle of Britain and the Battle of Malta,Keith Park’s gunner during the Battle of the Somme and the Battle of Dunkirk.,False
HotpotQA,irrelevant,Arthur Noss was a gunner for the commader during which two European theatre battles in WWII?,Battle of Britain and the Battle of Malta,World War II.,False
HotpotQA,minimal,Between Pinanga and Alopecurus which genus is more common in temperate regions?,Alopecurus,Pinanga is more common in temperate regions.,False
HotpotQA,relevant,Between Pinanga and Alopecurus which genus is more common in temperate regions?,Alopecurus,Pinanga is more common in temperate regions.,False
HotpotQA,irrelevant,Between Pinanga and Alopecurus which genus is more common in temperate regions?,Alopecurus,Pinanga.,False
HotpotQA,minimal,What is the name of shipping magnate Mærsk Mc-Kinney Møller' father?,A.P. Møller,Anders Møller.,False
HotpotQA,relevant,What is the name of shipping magnate Mærsk Mc-Kinney Møller' father?,A.P. Møller,A. P. Møller’s father’s name was Peter Møller.,False
HotpotQA,irrelevant,What is the name of shipping magnate Mærsk Mc-Kinney Møller' father?,A.P. Møller,Mærsk Mc-Kinney Møller’s father was Bill McKinsey.,False
HotpotQA,minimal,"Who brewed the first espresso coffee in space, Patrick Baudry or Samantha Cristoforetti?",Samantha Cristoforetti,Patrick Baudry.,False
HotpotQA,relevant,"Who brewed the first espresso coffee in space, Patrick Baudry or Samantha Cristoforetti?",Samantha Cristoforetti,Samantha Cristoforetti.,True
HotpotQA,irrelevant,"Who brewed the first espresso coffee in space, Patrick Baudry or Samantha Cristoforetti?",Samantha Cristoforetti,Samantha Cristoforetti.,True
HotpotQA,minimal,Who starred alongside South Korean actor and singer Kim Ki-bum in the 2012 romantic comedy series I Love Lee Tae-ri?,Park Ye-jin,Lee Bye-in,False
HotpotQA,relevant,Who starred alongside South Korean actor and singer Kim Ki-bum in the 2012 romantic comedy series I Love Lee Tae-ri?,Park Ye-jin,Park Ye-jin.,True
HotpotQA,irrelevant,Who starred alongside South Korean actor and singer Kim Ki-bum in the 2012 romantic comedy series I Love Lee Tae-ri?,Park Ye-jin,Kim Ki-bum.,False
HotpotQA,minimal,Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,Shanghai.,False
HotpotQA,relevant,Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,None of the provided locations are directly connected to the Lingnan Fine Arts Museum.,False
HotpotQA,irrelevant,Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,Shanghai,False
HotpotQA,minimal,Where is the school that Tyler Kalinoski went to located?,"located in Olathe, Kansas","Tyler Kalinoski attended Northwood High School in Chicago, Illinois.",False
HotpotQA,relevant,Where is the school that Tyler Kalinoski went to located?,"located in Olathe, Kansas","Harvest Time Christian Academy in Tyler, Texas.",False
HotpotQA,irrelevant,Where is the school that Tyler Kalinoski went to located?,"located in Olathe, Kansas","I cannot answer your question. The provided context is about the Eiffel Tower and the speed of light, and it has nothing to do with the location of a school.",False
HotpotQA,minimal,D1NZ is a series based on what oversteering technique?,Drifting,Oversteering.,False
HotpotQA,relevant,D1NZ is a series based on what oversteering technique?,Drifting,Rising Star.,False
HotpotQA,irrelevant,D1NZ is a series based on what oversteering technique?,Drifting,Oversteering.,False
HotpotQA,minimal,The most famous song of the last monarch of Hawaii was what?,Aloha ʻOe,“Aloha ‘Oe”,False
HotpotQA,relevant,The most famous song of the last monarch of Hawaii was what?,Aloha ʻOe,"There isn’t a single “most famous” song. However, “Aloha ‘Oe” is widely considered her most beloved and iconic song.",False
HotpotQA,irrelevant,The most famous song of the last monarch of Hawaii was what?,Aloha ʻOe,"This is a trick question! The last monarch of Hawaii was Queen Liliuokalani, and she didn’t compose any famous songs.",False
HotpotQA,minimal,"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?",approximately 3 mi,Approximately 10-15 miles.,False
HotpotQA,relevant,"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?",approximately 3 mi,Approximately 15 miles.,False
HotpotQA,irrelevant,"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?",approximately 3 mi,"I cannot answer this question. The provided context is about Napoleon Bonaparte and the Amazon River, and does not contain information about a postcode area or the location of Gamston, Rushcliffe.",False
HotpotQA,minimal,"Along side Thomas Alan, which singer's first three albums were recorded at The Boarding House?",Steve Martin,Thomas Alan’s first three albums were recorded at The Boarding House.,False
HotpotQA,relevant,"Along side Thomas Alan, which singer's first three albums were recorded at The Boarding House?",Steve Martin,Yount’s Woolen Mill and Boarding House.,False
HotpotQA,irrelevant,"Along side Thomas Alan, which singer's first three albums were recorded at The Boarding House?",Steve Martin,The answer is **The Beatles**.,False
HotpotQA,minimal,The Curaçao Centre for Correction and Detention changed its name to Sentro di Detenshon i Korekshon Kòrsou at this event which saw the dissolution of a Caribbean country on what date?,10 October 2010,"December 17, 2002.",False
HotpotQA,relevant,The Curaçao Centre for Correction and Detention changed its name to Sentro di Detenshon i Korekshon Kòrsou at this event which saw the dissolution of a Caribbean country on what date?,10 October 2010,1960.,False
